,date,"In this sentence: 'In 2016, _ has become an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become an adolescent.', the missing gendered pronoun is"
0,1801,71.484,72.607,64.599,52.294,62.499,66.308,79.736,82.421,80.761,71.874,69.482,71.093,84.228,59.619,54.586,43.774,61.62,38.208,72.746,73.339,65.722,59.57,68.066,60.156,76.806,65.966,61.23,38.72,58.007,32.299,69.238,63.134,37.597,45.751,45.874,47.094,69.14,79.052,71.288,64.892,63.427,59.814,79.259,54.15,51.678,40.448,38.037,33.593,69.343,73.046,60.595,65.722,60.449,48.364,69.921,59.033,50.249,48.632,34.741,47.534
1,1808,59.863,65.624,60.4,50.488,54.882,67.986,72.509,79.736,71.484,71.142,72.802,67.724,80.37,66.406,57.226,47.241,66.064,42.477,58.517,71.581,66.552,51.562,55.224,56.933,67.138,45.361,57.958,48.779,47.021,30.151,55.712,65.82,46.313,49.971,43.017,43.457,66.308,63.036,64.99,54.443,56.396,53.417,69.091,55.371,55.155,39.843,45.678,33.618,61.318,70.263,62.841,56.64,57.177,56.054,61.572,60.058,47.949,55.126,39.843,40.3
2,1815,61.767,54.101,65.305,53.417,55.322,63.217,74.072,74.072,72.353,68.749,67.333,65.931,79.782,53.417,52.172,56.436,65.38,47.796,63.542,67.577,64.16,55.989,54.296,58.105,64.941,55.419,54.101,37.402,46.801,31.006,57.226,59.472,48.12,39.599,48.901,46.412,65.917,63.964,60.546,58.203,57.812,52.001,67.333,46.997,52.407,53.326,41.723,45.437,65.527,66.064,64.843,57.519,47.534,46.289,60.497,49.707,53.369,46.167,42.382,39.428
3,1823,62.597,64.062,62.158,45.996,57.226,60.595,74.706,74.755,68.749,70.068,70.751,62.01,83.056,60.058,56.28,51.275,64.208,34.402,63.769,70.898,62.451,58.837,60.693,54.492,58.886,41.821,42.187,38.916,45.922,37.475,49.584,54.931,53.222,50.585,42.919,48.144,67.284,66.015,66.796,46.923,56.298,48.071,67.773,58.398,51.531,42.221,44.873,46.313,64.005,63.476,63.183,51.708,53.808,47.338,67.48,56.347,51.416,48.657,37.719,37.622
4,1830,59.765,54.931,63.867,42.431,60.693,64.492,71.923,75.488,70.654,59.081,68.066,66.282,80.314,56.689,50.729,43.017,63.085,32.104,54.248,70.068,65.624,53.271,58.154,53.027,66.796,46.777,44.482,35.693,49.047,39.746,58.984,62.158,45.288,34.79,48.461,46.655,57.714,63.769,60.546,52.05,53.076,52.49,66.21,53.515,45.639,49.014,44.58,39.972,62.484,65.087,56.396,49.047,48.608,49.169,62.011,53.759,43.115,43.481,31.469,37.866
5,1838,55.371,61.865,70.456,45.141,58.154,64.947,69.042,76.366,74.281,66.406,68.212,68.408,77.734,67.187,53.759,42.48,66.796,39.706,58.007,72.948,63.036,57.324,59.57,56.542,61.767,51.367,49.902,40.722,51.953,15.275,48.413,60.107,50.927,39.624,43.237,39.428,59.57,67.236,68.456,55.566,55.615,54.052,65.478,55.175,51.49,46.325,51.367,46.316,65.983,66.454,57.861,60.009,48.803,56.347,64.843,49.853,52.148,51.367,36.694,40.722
6,1845,59.912,66.454,67.577,41.577,64.257,58.14,74.706,75.78,71.284,63.964,72.216,69.227,79.443,62.597,57.452,52.114,66.21,43.951,64.89,64.55,65.331,60.302,60.644,55.126,62.744,41.381,49.145,35.254,50.488,27.783,56.787,65.331,57.275,48.73,46.02,47.387,61.279,67.675,65.673,54.394,55.224,57.763,70.116,50.097,54.638,40.463,51.025,39.544,64.419,66.747,59.619,59.081,51.562,53.613,62.695,51.367,54.112,38.281,34.228,36.865
7,1852,62.158,67.724,62.597,62.402,61.669,60.9,70.068,74.413,75.981,66.552,67.577,66.911,81.005,60.058,59.867,43.554,63.72,39.865,69.41,68.798,69.384,63.329,60.693,54.736,65.429,38.818,51.318,35.156,48.339,18.245,52.783,64.306,60.351,43.164,48.901,36.108,63.329,66.259,66.845,55.908,55.664,61.62,62.548,51.855,51.202,48.608,46.752,49.142,63.049,73.486,62.206,60.253,53.759,52.929,69.872,51.855,57.763,49.536,45.776,49.069
8,1860,62.255,59.863,61.474,52.343,59.326,63.378,73.876,77.489,71.142,68.847,73.876,67.529,75.39,55.761,49.316,55.59,64.892,43.136,68.626,67.626,62.646,58.544,57.47,61.572,60.937,51.513,53.027,41.162,49.047,38.403,51.318,55.078,45.703,47.192,48.999,49.804,61.328,67.626,66.601,59.667,62.158,63.232,68.945,56.591,53.668,41.51,48.071,39.883,67.828,67.333,61.328,60.009,47.802,50.634,64.062,55.859,44.946,37.451,45.092,34.277
9,1867,58.007,62.499,67.289,49.731,62.158,65.672,74.706,75.439,72.956,65.624,68.261,62.57,78.515,61.181,56.979,48.339,64.306,37.918,59.458,65.82,63.867,58.349,62.499,58.74,65.136,40.356,39.965,18.034,48.486,16.915,51.269,67.236,44.531,33.715,44.335,40.454,61.62,64.257,66.699,52.88,52.685,50.097,66.015,53.466,54.223,46.517,53.124,42.794,64.109,67.968,62.841,48.193,49.34,55.259,67.724,51.855,49.111,40.869,35.083,39.233
10,1875,56.492,64.257,65.371,49.096,57.714,65.774,74.072,73.681,75.66,68.115,71.386,70.091,80.687,62.402,53.216,49.343,60.742,51.394,63.4,65.966,66.357,58.398,58.398,51.416,61.425,45.41,48.583,34.521,49.487,27.905,47.875,68.408,57.575,45.047,41.748,54.664,53.369,65.331,66.992,47.9,59.863,52.343,68.652,47.07,52.041,48.318,46.484,41.183,68.977,71.679,69.921,59.521,52.832,56.472,71.093,55.419,57.928,41.308,42.724,36.743
11,1882,58.349,59.081,66.485,34.839,64.306,58.73,63.915,80.126,75.216,61.572,74.706,67.936,79.15,63.281,53.643,46.167,67.089,38.165,64.271,70.654,66.503,61.62,57.665,64.892,63.574,36.157,42.456,34.985,52.734,32.031,43.139,63.427,55.664,41.992,43.823,40.333,52.197,71.777,65.624,56.152,59.765,54.687,65.624,55.322,48.321,44.757,52.587,19.605,69.26,68.798,63.085,51.953,48.559,50.761,68.456,64.16,58.593,37.817,33.13,45.689
12,1889,53.222,65.283,62.896,42.236,56.738,62.65,65.527,77.538,74.986,61.181,69.628,69.982,76.353,62.255,50.585,52.392,67.577,38.241,58.788,67.529,64.355,56.787,54.736,55.517,61.572,40.747,19.254,33.667,46.093,30.786,45.263,59.814,45.269,35.278,40.039,21.492,62.206,67.138,58.788,50.683,55.322,56.103,70.605,51.513,46.386,47.167,49.487,17.871,64.21,71.142,63.329,59.228,47.9,44.262,62.402,48.364,48.706,35.009,34.716,37.548
13,1897,62.011,56.787,63.838,42.968,65.283,59.271,72.9,77.978,76.341,68.261,74.364,71.677,76.025,57.47,57.452,39.965,65.087,44.268,58.642,74.413,65.624,56.054,60.986,59.667,60.839,46.215,37.28,34.619,44.702,36.035,55.908,58.544,45.507,43.139,41.162,44.458,62.87,68.066,70.702,57.08,53.955,47.314,63.281,48.242,51.168,49.584,51.318,41.122,70.011,70.605,66.65,59.912,53.222,43.75,66.406,53.466,60.107,51.757,37.402,42.504
14,1904,56.59,38.94,56.513,41.455,57.128,63.503,69.042,75.78,71.705,60.937,70.605,62.466,80.028,53.759,46.582,39.233,62.646,36.474,63.604,70.361,59.179,56.445,60.107,55.078,70.751,48.583,18.921,40.625,54.052,20.703,44.067,51.318,36.377,21.769,42.407,33.276,54.199,68.31,50.732,47.045,60.204,46.679,68.408,55.175,36.584,36.132,51.611,34.887,67.852,72.509,60.009,55.126,49.072,47.827,66.992,40.698,48.364,39.526,37.255,37.719
15,1912,62.06,42.016,59.873,34.863,52.587,51.284,63.134,78.027,70.116,65.868,67.333,69.218,77.636,55.078,36.157,45.605,63.183,30.908,61.237,69.531,62.646,56.689,58.886,50.048,70.947,48.632,40.991,44.189,51.513,33.593,46.337,63.574,37.109,24.276,42.211,40.478,51.904,62.841,59.521,51.611,59.863,51.66,69.531,50.146,44.668,46.63,44.897,35.62,60.275,69.726,55.956,53.759,53.369,44.555,68.847,56.933,48.713,52.978,43.139,22.152
16,1919,61.474,51.025,58.74,47.583,49.755,61.132,75.634,80.468,76.122,63.281,73.632,67.898,81.005,61.132,56.541,41.064,59.228,38.183,67.783,67.919,60.351,63.818,64.599,59.863,66.943,43.115,41.699,43.408,55.078,33.398,46.606,57.519,24.04,41.636,48.315,24.853,63.476,74.316,66.601,51.953,62.158,58.593,70.263,54.833,45.532,56.396,44.799,17.078,65.873,67.333,56.933,61.083,52.734,55.908,63.818,49.536,36.743,40.478,39.379,38.354
17,1927,61.913,45.532,56.207,41.674,55.224,59.641,72.07,80.224,74.802,62.695,71.63,63.024,76.904,61.035,38.94,49.023,56.64,38.598,55.761,69.482,62.109,62.744,62.597,50.732,68.212,40.429,13.163,37.158,45.288,39.16,45.068,55.615,40.429,34.912,45.288,23.991,49.34,66.113,63.329,57.128,59.667,52.539,67.48,55.322,34.765,44.702,47.094,15.499,66.244,68.554,58.447,57.275,48.217,52.099,67.773,47.143,37.709,47.509,43.92,37.426
18,1934,60.448,52.832,62.939,39.355,53.466,60.069,74.56,78.661,72.578,64.599,64.111,67.079,80.419,60.888,41.381,45.62,56.64,35.278,64.001,64.355,59.472,60.009,55.908,49.584,66.796,46.972,34.814,34.643,54.785,19.792,61.328,59.765,47.732,39.843,41.186,18.994,65.429,67.187,65.966,56.152,59.228,48.95,74.744,47.924,31.421,44.342,42.602,43.103,63.447,56.005,54.785,56.445,47.338,41.308,63.232,45.898,43.708,44.165,38.208,19.661
19,1941,60.546,41.113,58.007,43.188,53.076,50.537,72.021,75.683,74.792,60.009,69.628,71.805,79.247,64.648,47.631,36.694,58.984,38.427,68.603,63.476,63.769,62.89,60.204,46.02,62.597,47.314,40.747,20.858,55.322,49.707,42.529,46.362,37.524,26.888,34.619,38.867,61.035,67.968,62.499,55.761,64.404,53.466,71.923,46.704,46.411,45.117,48.51,32.422,60.983,63.232,53.857,53.32,46.875,54.931,73.486,48.706,45.106,39.087,32.397,27.01
20,1949,63.199,51.855,55.938,48.071,56.249,65.078,74.56,78.124,76.151,67.577,77.148,70.221,80.077,63.378,55.233,57.006,64.062,37.915,70.915,68.066,61.962,63.664,62.988,57.226,68.945,53.759,42.724,46.728,60.253,37.597,51.22,55.664,40.283,36.718,49.829,35.205,55.664,70.214,64.794,56.689,70.751,58.349,69.189,49.731,35.791,53.884,43.701,30.859,66.126,66.601,60.156,63.818,51.806,53.857,61.279,53.271,50.549,45.874,44.58,42.445
21,1956,50.146,34.131,55.265,35.522,38.012,50.303,64.355,74.316,69.773,66.601,70.898,65.582,70.702,59.472,48.858,43.847,59.96,35.693,52.587,62.939,56.396,56.835,55.273,52.197,62.792,57.958,20.207,20.085,43.701,30.981,46.215,48.046,35.18,31.494,35.815,21.22,51.025,66.015,61.865,50.195,61.962,51.953,65.457,53.808,38.549,43.676,44.384,38.623,63.479,62.792,57.958,60.107,48.657,47.106,63.036,45.507,39.886,33.984,36.425,38.916
22,1964,49.267,46.435,53.369,41.186,45.312,55.133,67.187,78.661,73.302,67.968,69.531,64.134,76.855,61.669,42.309,50.219,60.302,34.79,61.794,63.769,58.398,55.126,53.417,55.81,59.179,55.419,20.117,20.329,42.651,18.221,39.99,49.584,38.403,38.623,49.218,20.215,53.897,65.087,65.478,59.814,59.13,52.246,73.486,51.806,36.108,52.111,43.945,15.97,55.224,54.687,53.062,56.542,41.479,49.333,63.622,38.525,43.337,37.304,42.919,26.836
23,1971,56.787,47.607,51.611,39.062,52.587,40.844,68.798,78.027,76.618,70.751,72.216,72.642,77.294,63.183,51.962,52.441,54.199,44.189,59.228,67.675,65.429,62.304,63.867,58.837,63.525,56.933,20.671,48.095,52.978,35.766,51.953,42.846,34.277,40.673,47.583,34.594,60.246,64.941,69.97,65.38,69.238,46.899,70.898,50.585,44.848,44.946,38.256,36.389,65.646,66.064,59.765,64.257,52.783,52.246,66.308,45.507,60.253,40.82,34.814,36.182
24,1978,64.55,54.052,48.095,43.115,55.664,56.103,68.017,77.294,77.493,70.654,74.413,77.175,80.37,66.946,51.318,58.386,66.357,40.576,70.959,67.284,66.943,62.444,62.841,59.374,65.917,57.91,23.844,37.402,61.035,30.908,44.335,51.269,41.503,41.357,47.729,32.568,54.882,68.945,72.9,61.474,62.841,56.536,74.625,53.955,48.284,51.757,47.192,42.822,65.421,66.015,63.693,62.597,56.738,59.915,67.089,41.699,48.095,43.917,36.938,43.339
25,1986,52.441,48.901,49.462,40.576,41.406,47.216,68.554,78.32,75.771,67.04,73.437,71.534,79.638,57.812,45.092,52.975,60.449,38.452,64.007,71.288,66.21,68.359,56.689,59.423,66.406,48.681,18.66,37.548,51.171,41.04,43.53,45.019,43.383,42.309,42.651,34.839,51.66,70.019,72.607,52.49,63.329,55.352,75.506,41.162,47.973,41.015,44.506,34.448,62.393,63.427,68.31,64.16,54.345,62.245,69.677,49.584,44.091,48.754,31.347,41.719
26,1993,55.503,51.855,55.078,46.63,46.655,48.046,68.798,79.589,75.92,64.794,68.505,72.358,79.54,63.476,44.238,41.04,57.763,38.916,63.934,70.849,60.449,62.571,55.566,58.183,71.288,55.029,36.523,38.891,44.702,32.715,44.653,47.534,42.26,38.452,34.497,20.036,53.32,64.599,65.234,53.71,55.956,54.081,70.116,49.853,38.916,38.037,42.407,39.55,56.89,67.333,63.818,61.913,51.171,52.073,71.51,46.484,46.264,44.101,31.274,37.472
27,2001,52.49,55.273,63.183,43.994,53.076,52.88,61.865,75.243,74.402,63.915,65.722,67.333,75.829,61.572,40.942,58.355,53.662,34.741,56.103,67.187,65.136,61.849,52.246,61.913,63.476,57.031,47.192,40.039,53.857,46.923,50.585,46.655,39.917,32.788,42.871,31.811,65.234,67.04,68.603,61.767,57.08,55.099,71.983,47.827,46.337,46.319,41.137,17.945,58.163,58.3,62.988,51.66,46.044,49.291,67.04,42.7,55.371,54.589,33.569,41.809
28,2008,58.05,57.714,56.445,49.78,59.277,51.855,66.699,72.509,74.364,62.499,68.261,65.283,80.712,59.13,50.82,58.416,54.882,44.824,59.829,64.111,65.283,55.734,54.931,54.296,66.65,52.734,44.189,48.217,58.593,36.743,48.876,50.244,42.749,44.897,41.577,20.467,57.519,63.915,63.476,60.839,47.314,55.56,73.225,44.311,49.996,51.367,36.401,29.223,58.261,64.843,61.865,50.668,40.722,50.149,67.408,47.094,44.531,44.729,26.367,38.012
29,2016,60.595,58.74,65.673,58.398,52.148,52.587,69.775,74.316,69.824,64.013,68.652,64.16,75.976,65.624,45.971,50.686,57.47,49.487,67.956,57.08,50.537,50.553,57.568,54.638,67.382,56.64,38.598,43.31,57.177,39.868,63.183,51.513,52.246,47.656,38.305,16.422,56.835,71.777,63.72,56.884,50.488,45.459,69.617,53.955,43.383,41.357,32.08,45.947,67.35,46.386,61.865,47.645,44.384,47.729,69.97,38.281,46.313,43.643,33.984,39.77
