,place,"The gendered pronoun missing in this sentence: 'In Iceland, _ has become an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ was a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ was a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ was a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ was a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ was an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ was an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will be a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will be a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will be a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will be a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will be an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will be an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is being a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is being a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is being a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is being a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is being an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is being an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has been a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has been a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has been a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has been a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has been an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has been an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ became a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ became a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ became a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ became a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ became an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ became an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ becomes a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ becomes a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ becomes a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ becomes a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ becomes an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ becomes an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will become a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will become a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will become a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will become a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will become an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will become an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is becoming a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is becoming a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is becoming a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is becoming a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is becoming an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is becoming an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has become a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has become a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has become a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has become a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has become an adolescent.', is"
0,Afghanistan,82.112,49.341,38.73,66.134,54.594,61.377,84.191,82.86,36.184,80.162,66.415,66.906,84.734,65.537,22.384,66.244,51.411,59.701,74.31,76.372,41.435,81.366,55.252,56.115,81.639,79.721,43.118,53.707,63.548,58.192,68.146,82.223,50.21,67.827,70.417,85.42,92.234,92.836,86.454,95.746,86.923,94.332,93.049,80.159,55.654,90.24,61.034,83.641,86.514,76.687,42.494,80.462,53.586,67.842,85.662,80.245,50.56,62.72,64.785,64.629
1,Yemen,77.485,52.411,36.845,83.289,53.691,64.143,80.682,80.457,30.97,81.691,61.721,59.938,80.166,67.637,14.896,58.022,38.781,42.914,69.002,78.133,32.981,77.15,52.072,51.448,79.691,68.219,25.126,43.433,48.733,41.639,60.786,90.522,47.234,88.092,68.11,84.957,91.208,93.87,83.044,96.268,90.978,93.444,91.901,76.272,47.169,90.042,60.541,79.607,83.366,73.145,36.301,79.569,47.856,65.432,87.635,69.383,40.488,51.23,48.977,55.937
2,Iraq,82.034,17.221,51.678,76.726,60.014,69.799,86.84,85.989,45.204,82.738,76.886,76.536,91.117,57.372,23.373,46.091,46.24,67.9,70.872,79.526,49.136,77.594,58.011,67.104,81.616,82.856,51.049,60.241,70.463,73.7,78.307,79.655,58.456,80.82,74.985,86.737,89.426,94.762,91.142,96.254,90.53,96.819,91.599,66.742,50.691,81.314,48.793,83.456,86.689,73.347,46.654,78.335,58.086,72.034,89.312,82.217,55.196,66.889,64.173,71.076
3,Pakistan,85.594,14.265,46.86,85.709,59.684,65.32,85.067,80.456,43.539,88.875,68.53,73.361,86.875,65.713,29.853,67.121,59.507,72.194,70.457,69.889,47.11,83.232,50.341,53.724,84.247,73.254,45.854,62.348,58.42,57.588,75.876,81.595,55.57,86.612,69.421,80.806,85.471,90.936,86.746,95.34,84.296,92.672,91.052,74.37,66.748,90.484,63.623,85.04,83.965,68.836,46.935,82.911,52.782,60.488,88.634,78.365,54.268,69.757,65.212,65.918
4,Syria,88.403,17.88,59.595,86.419,73.967,80.238,91.317,89.174,46.333,86.634,81.164,83.327,92.352,77.266,33.937,64.199,66.241,75.697,78.828,81.634,46.119,79.072,66.805,71.807,87.382,88.362,53.991,71.138,80.259,79.234,84.816,89.238,65.08,68.427,82.389,92.397,89.723,96.528,87.623,94.597,95.321,96.98,92.099,83.221,59.016,86.889,73.027,89.986,88.224,83.036,55.785,81.416,74.033,83.271,93.196,90.45,71.145,71.858,82.152,84.876
5,Democratic Republic of Congo,85.466,78.412,57.155,83.598,68.746,69.668,87.863,82.091,42.818,86.692,74.78,63.392,85.522,78.336,45.32,65.766,66.585,65.914,84.135,68.856,12.122,87.435,60.733,47.976,85.774,73.646,48.242,59.957,68.483,59.453,75.834,90.817,52.35,89.059,80.634,84.136,90.645,93.894,80.076,95.691,94.685,95.223,94.41,85.403,56.359,89.901,81.493,79.344,84.672,73.608,52.175,81.794,66.472,65.306,89.766,81.986,49.636,73.354,74.583,69.955
6,Iran,75.6,10.106,24.254,64.984,43.989,50.312,70.875,73.512,24.107,75.688,67.704,66.618,66.847,13.483,20.344,49.721,44.211,63.915,52.821,62.202,30.144,72.198,48.006,51.869,72.237,62.818,30.242,42.501,43.852,50.715,58.494,73.965,44.543,81.646,66.279,82.606,84.169,89.481,88.239,91.975,84.373,93.839,87.715,48.036,57.327,87.248,52.984,86.781,76.704,60.228,44.276,78.222,48.829,71.618,80.031,66.555,45.825,60.562,54.784,61.84
7,Mali,85.595,20.064,38.568,58.167,47.184,70.985,83.425,85.598,37.04,90.521,72.596,78.366,88.203,66.484,35.445,60.165,52.14,64.125,72.482,70.24,46.445,83.186,52.749,64.687,82.776,72.258,37.826,57.175,55.623,58.611,72.837,86.517,50.888,68.545,71.277,88.486,94.148,92.582,84.013,96.227,87.517,95.022,94.709,74.413,62.601,88.675,57.046,74.644,84.755,68.12,47.99,84.067,52.559,74.095,90.93,74.048,47.714,65.933,61.144,68.181
8,Chad,97.77,71.479,87.992,78.854,86.467,91.433,97.746,95.183,77.271,82.248,90.266,92.585,97.268,80.618,61.846,82.646,76.221,80.619,81.5,87.486,79.451,96.641,74.46,82.879,95.648,95.037,82.03,89.621,86.317,85.123,93.523,95.734,89.121,82.44,91.247,97.607,97.983,96.183,96.595,98.185,96.963,98.606,97.08,90.668,87.007,96.25,84.482,91.863,91.281,91.527,81.146,95.831,80.696,90.519,97.938,95.22,86.687,93.41,89.464,92.534
9,Saudi Arabia,80.086,17.568,46.997,77.958,63.733,71.422,77.732,76.245,39.843,80.794,61.853,80.994,64.677,42.066,23.154,62.803,48.718,76.344,73.028,69.499,23.417,75.365,57.87,57.417,78.517,65.392,34.525,44.788,52.348,59.936,62.614,80.212,61.556,90.385,80.441,90.801,90.768,91.846,94.437,95.919,91.227,97.359,92.543,60.717,61.413,91.718,63.802,89.412,82.892,64.296,50.327,75.156,56.628,80.75,80.413,67.251,51.919,57.619,55.744,73.233
10,Switzerland,84.474,10.512,56.239,77.729,74.394,83.27,90.428,91.997,71.883,88.981,83.878,85.356,91.778,78.303,55.948,62.214,81.055,89.688,71.347,81.68,68.465,89.132,73.275,77.033,89.823,79.744,61.039,64.456,63.381,75.435,84.998,88.451,71.317,86.762,84.211,93.665,88.922,92.924,94.51,92.993,91.113,97.385,89.607,78.583,70.055,87.549,78.393,91.913,79.337,74.137,63.699,78.536,53.974,81.993,88.399,74.864,67.975,63.132,54.082,80.573
11,Ireland,73.558,12.054,42.852,71.085,67.612,67.523,82.222,90.711,53.189,79.687,85.094,73.858,88.675,67.687,39.365,38.029,71.141,75.035,46.102,80.512,61.95,78.571,63.226,63.375,81.69,83.684,44.81,53.95,64.5,59.571,70.815,78.284,44.908,69.878,70.104,81.434,82.337,88.227,90.41,87.914,80.335,93.614,87.185,74.726,64.437,74.398,65.978,81.781,69.519,65.45,47.669,54.482,56.227,61.794,79.623,72.364,51.914,60.003,68.238,66.33
12,Lithuania,79.844,9.653,46.828,74.21,56.556,69.076,85.575,93.085,53.946,84.494,84.339,79.478,86.271,57.814,44.773,56.108,65.651,79.149,62.883,71.835,58.348,81.723,59.78,69.608,81.162,75.809,55.516,53.095,68.126,71.782,76.513,83.361,59.244,83.398,76.355,87.307,85.592,90.781,91.892,94.221,83.598,96.427,92.38,56.275,58.455,80.992,56.924,82.883,72.097,69.363,56.392,74.715,66.319,76.726,82.652,72.401,62.07,66.349,65.559,76.625
13,Rwanda,88.235,56.802,53.477,84.987,71.898,71.94,85.826,87.978,56.138,89.84,83.092,71.473,89.862,72.069,36.174,60.503,63.466,70.665,73.965,77.121,60.478,85.725,66.236,68.113,86.741,81.485,46.406,62.566,71.133,61.111,79.302,88.337,49.967,66.567,79.638,82.634,88.548,91.644,84.434,94.081,90.443,91.458,92.484,74.173,63.148,85.402,73.527,77.484,83.451,74.897,55.234,81.794,64.952,74.329,90.149,76.983,52.987,69.059,72.878,70.516
14,Namibia,81.152,9.731,39.25,70.146,51.823,57.348,84.697,88.144,43.902,84.047,70.343,64.257,85.589,44.423,27.863,36.823,61.927,57.479,62.153,76.788,47.555,75.763,53.534,54.565,87.338,66.377,36.419,40.425,51.873,48.107,66.809,80.32,51.081,78.245,72.588,84.13,88.595,92.167,87.94,93.886,87.429,95.268,92.45,58.195,45.317,70.569,59.198,65.156,69.621,68.893,35.611,60.56,53.664,56.864,85.768,74.983,42.669,59.25,50.868,50.679
15,Sweden,81.048,60.572,60.503,78.682,80.431,84.168,82.934,95.607,77.774,87.627,91.073,88.114,90.075,52.725,51.564,55.186,67.095,74.974,49.518,76.239,73.975,84.832,77.394,83.815,83.697,83.643,65.13,66.04,73.371,81.622,74.131,84.05,56.184,80.147,81.112,87.345,75.021,89.544,91.672,88.321,89.608,94.028,85.257,66.595,59.841,69.649,73.415,80.697,62.222,71.937,71.165,84.824,55.37,85.343,78.885,63.225,67.935,63.29,62.925,79.236
16,New Zealand,80.222,6.8,44.459,40.4,60.314,65.823,29.45,22.829,73.898,47.85,87.451,74.307,28.716,51.183,37.925,34.968,55.505,53.368,48.795,77.607,63.526,82.093,67.281,69.393,87.335,74.111,36.486,45.891,56.023,52.823,76.144,83.274,54.871,73.757,75.113,84.946,79.499,86.035,92.475,90.94,85.23,93.221,82.629,65.052,51.568,69.209,67.027,65.005,58.373,66.547,46.991,59.958,61.304,65.039,85.244,69.545,45.305,52.773,56.862,58.141
17,Norway,75.351,52.341,55.407,78.715,74.515,78.342,87.781,93.242,60.87,87.078,87.375,79.291,87.007,50.376,38.046,47.924,67.7,66.942,44.721,72.527,62.103,84.09,73.476,72.207,79.484,78.767,44.397,52.812,63.518,65.961,67.093,80.22,54.835,84.578,78.77,87.294,75.444,89.351,88.781,88.292,88.28,93.692,79.34,67.138,50.348,69.597,75.882,77.01,56.662,68.52,52.58,74.977,59.537,80.736,73.165,73.013,55.195,61.231,55.733,71.43
18,Finland,83.207,8.694,48.758,81.17,68.772,69.743,84.267,95.454,74.661,93.539,90.635,85.072,89.555,43.957,42.993,56.909,54.523,73.868,61.683,70.961,65.696,85.425,64.284,75.591,88.274,80.672,52.078,58.064,65.664,71.65,75.142,81.055,61.149,85.272,77.621,87.864,81.054,89.629,90.868,91.511,85.254,94.268,88.496,68.866,64.017,80.029,67.158,83.477,73.504,69.034,68.64,81.515,55.939,79.132,82.577,72.278,62.197,62.354,45.252,80.771
19,Iceland,75.408,51.357,48.719,77.509,75.964,74.694,84.425,90.209,58.76,61.37,88.209,80.598,85.261,62.152,43.881,56.359,74.013,76.654,57.713,77.69,60.537,82.024,72.162,70.559,77.831,77.343,42.094,36.299,68.483,64.351,59.198,78.926,53.854,75.44,74.209,85.454,73.562,86.859,90.335,88.313,82.736,92.052,84.695,61.758,60.501,72.547,72.444,77.559,63.407,66.249,59.186,76.841,77.314,79.108,84.254,66.598,54.861,46.119,78.979,69.071
